Date,Open,High,Low,Close,Volume,Adj Close
2000-01-03,18.7828489233329,18.7828489233329,18.275204357837417,18.37474250793457,82800,18.37474250793457
2000-01-04,18.135852794594086,18.225437138804487,17.797423049799246,17.86709976196289,146900,17.86709976196289
2000-01-05,17.83723703308618,17.916867555555314,17.658068357530624,17.78746795654297,129200,17.78746795654297
2000-01-06,17.78745857988649,18.076119071669766,17.717781909456047,18.026350021362305,54000,18.026350021362305
2000-01-07,18.235386057102936,18.71316909790039,18.235386057102936,18.71316909790039,32900,18.71316909790039
2000-01-10,18.812707231399862,18.872430111499543,18.65344621780071,18.71316909790039,122500,18.71316909790039
2000-01-11,18.772889957345765,18.772889957345765,18.474275588989258,18.474275588989258,109800,18.474275588989258
2000-01-12,18.424501936984296,18.424501936984296,18.255287170410156,18.255287170410156,39900,18.255287170410156
2000-01-13,18.51408773210994,18.643487270022536,18.37473438358868,18.60367202758789,189700,18.60367202758789
2000-01-14,18.653444210003162,18.66339802228171,18.404598903039407,18.474275588989258,5700,18.474275588989258
2000-01-18,18.334926629915206,18.53400292339963,18.324972815240987,18.45437240600586,83600,18.45437240600586
2000-01-19,18.47428576977222,18.494193405299992,18.394655227661133,18.394655227661133,62800,18.394655227661133
2000-01-20,18.474279997914966,18.474279997914966,18.076127411753003,18.275203704833984,49600,18.275203704833984
2000-01-21,18.255300529214864,18.32497724879202,18.0462703704834,18.0462703704834,45700,18.0462703704834
2000-01-24,18.165705652144876,18.185613274777364,17.51870791658903,17.528661727905273,51600,17.528661727905273
2000-01-25,17.29973095556724,17.449038184757985,17.080747019420823,17.42913055419922,89700,17.42913055419922
2000-01-26,17.369405168311793,17.67797339766289,16.732361081909524,17.5684814453125,93400,17.5684814453125
2000-01-27,17.60830306577011,18.01640958114409,17.60830306577011,17.668025970458984,156000,17.668025970458984
2000-01-28,17.59834407877039,17.66802078043973,17.200191497802734,17.200191497802734,17600,17.200191497802734
2000-01-31,17.110610961914062,17.389317830403648,17.110610961914062,17.31964111328125,45700,17.31964111328125
2000-02-01,17.29972964304465,17.29972964304465,17.140468610657585,17.200191497802734,5500,17.200191497802734
2000-02-02,17.349495513236477,17.349495513236477,17.120557821438176,17.210142135620117,3500,17.210142135620117
2000-02-03,17.279822013996267,17.29972964304465,17.04093046541567,17.200191497802734,107900,17.200191497802734
2000-02-04,17.38931270896186,17.38931270896186,17.240005501958752,17.269866943359375,31400,17.269866943359375
2000-02-07,17.1603691168195,17.1603691168195,16.881662425827074,16.97124671936035,43800,16.97124671936035
2000-02-08,17.259911773360777,17.259911773360777,17.011066447908632,17.04092788696289,119600,17.04092788696289
2000-02-09,17.03097400642764,17.03097400642764,16.802036307919263,16.861759185791016,58400,16.861759185791016
2000-02-10,16.76221773073122,16.80203297474721,16.563141510651278,16.573095321655273,65200,16.573095321655273
2000-02-11,16.602953296497557,16.602953296497557,16.13512427675212,16.224708557128906,50400,16.224708557128906
2000-02-14,16.244623267132305,16.50342241231946,16.214761827303015,16.4835147857666,4900,16.4835147857666
2000-02-15,16.513377576199765,16.93143776800229,16.443700877566013,16.77217674255371,21200,16.77217674255371
2000-02-16,16.83189705820895,16.851804683351716,16.662682244495436,16.732358932495117,77400,16.732358932495117
2000-02-17,16.802034378051758,16.84184962539311,16.652727200521674,16.802034378051758,16400,16.802034378051758
2000-02-18,16.871714138537016,16.881667952188067,16.3740234559843,16.433746337890625,115300,16.433746337890625
2000-02-22,16.72240892667168,16.72240892667168,16.433748296389847,16.70250129699707,46900,16.70250129699707
2000-02-23,16.811986785751206,16.811986785751206,16.573095321655273,16.573095321655273,63100,16.573095321655273
2000-02-24,16.56314334753788,16.56314334753788,16.19485229954575,16.423789978027344,19500,16.423789978027344
2000-02-25,16.383977175788477,16.453653870946752,16.11522420874942,16.1351318359375,26700,16.1351318359375
2000-02-28,16.194859822591148,16.443705240885418,15.926106770833334,16.184906005859375,463900,16.184906005859375
2000-02-29,16.32424421844111,16.403874678043262,16.294382796090304,16.364059448242188,9100,16.364059448242188
2000-03-01,16.374024685734273,16.50342427291637,16.24462509855218,16.274486541748047,2408000,16.274486541748047
2000-03-02,16.42379377180305,16.44370140061736,16.184902226031372,16.334209442138672,421400,16.334209442138672
2000-03-03,16.58304925151567,16.951340261303233,16.57309544044033,16.78212547302246,41200,16.78212547302246
2000-03-06,16.72240383927491,16.871711016411297,16.57309666213853,16.71245002746582,292100,16.71245002746582
2000-03-07,16.85179837229234,16.85179837229234,16.04553985595703,16.04553985595703,50300,16.04553985595703
2000-03-08,16.015685469625623,16.21476173400879,15.9261011506532,16.21476173400879,350700,16.21476173400879
2000-03-09,16.24462638474901,16.473564134043883,16.045550081014344,16.38397979736328,30400,16.38397979736328
2000-03-10,16.523328099106298,16.722404341264205,16.39392854170366,16.423789978027344,114200,16.423789978027344
2000-03-13,16.03559434274527,16.37402401850774,16.03559434274527,16.17494773864746,86600,16.17494773864746
2000-03-14,16.40389321582152,16.40389321582152,16.03560192396145,16.085371017456055,38600,16.085371017456055
2000-03-15,15.886284863927546,16.78212799535203,15.86637723878478,16.732358932495117,121300,16.732358932495117
2000-03-16,16.762226772093072,17.66802406203397,16.762226772093072,17.63816261291504,281000,17.63816261291504
2000-03-17,17.744361090093076,17.953822350853027,17.485028100580756,17.614694595336914,34400,17.614694595336914
2000-03-20,17.784252158156388,17.824149526991285,17.554842287355715,17.714431762695312,129700,17.714431762695312
2000-03-21,17.51495182159323,18.093463897705078,17.51495182159323,18.093463897705078,11100,18.093463897705078
2000-03-22,17.874032900314923,18.09346857208218,17.854084202881534,18.013673782348633,69100,18.013673782348633
2000-03-23,18.12339702622715,18.53234544564119,18.023653509296896,18.432601928710938,19200,18.432601928710938
2000-03-24,18.502419037226392,18.751777784358822,18.502419037226392,18.542316436767578,6200,18.542316436767578
2000-03-27,18.56225727742014,18.56225727742014,18.30292429020202,18.312898635864258,10300,18.312898635864258
2000-03-28,18.37275458918706,18.512395503545704,18.263036727905273,18.263036727905273,8900,18.263036727905273
2000-03-29,18.372756581476207,18.55229491940594,18.2331156519753,18.492448806762695,5200,18.492448806762695
2000-03-30,18.512385753701096,18.801641781102678,18.49243706215616,18.61212921142578,9300,18.61212921142578
2000-03-31,18.70190351005542,18.841544389597168,18.582211327591065,18.642057418823242,23400,18.642057418823242
