Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03,19.267871856689453,19.267871856689453,18.455524444580078,18.58245277404785,1185699.0,0.0,0.0
2000-01-04,18.176279067993164,18.2016658782959,17.6050968170166,17.770105361938477,885705.0,0.0,0.0
2000-01-05,17.770105361938477,17.960500717163086,17.440088272094727,17.630483627319336,717181.0,0.0,0.0
2000-01-06,17.681255340576172,18.51898956298828,17.681255340576172,18.404752731323242,415832.0,0.0,0.0
2000-01-07,18.531681060791016,18.73476791381836,18.277822494506836,18.709383010864258,468149.0,0.0,0.0
2000-01-10,18.861698150634766,18.861698150634766,18.328594207763672,18.379365921020508,460640.0,0.0,0.0
2000-01-11,18.2016658782959,18.44283103942871,18.074735641479492,18.074735641479492,476151.0,0.0,0.0
2000-01-12,18.214357376098633,18.531681060791016,18.214357376098633,18.430137634277344,143288.0,0.0,0.0
2000-01-13,18.760154724121094,19.077478408813477,18.658611297607422,18.98862648010254,1104576.0,0.0,0.0
2000-01-14,19.217100143432617,19.5598087310791,19.20440673828125,19.432880401611328,731583.0,0.0,0.0
2000-01-18,19.369415283203125,19.369415283203125,18.785539627075195,18.785539627075195,466180.0,0.0,0.0
2000-01-19,18.798233032226562,19.16632843017578,18.683996200561523,18.722076416015625,339510.0,0.0,0.0
2000-01-20,18.861698150634766,18.861698150634766,18.277822494506836,18.379365921020508,588172.0,0.0,0.0
2000-01-21,18.48090934753418,18.48090934753418,18.04935073852539,18.150894165039062,498309.0,0.0,0.0
2000-01-24,18.328594207763672,18.328594207763672,17.668561935424805,17.820877075195312,346773.0,0.0,0.0
2000-01-25,17.820877075195312,18.150894165039062,17.795490264892578,18.01127052307129,231674.0,0.0,0.0
2000-01-26,18.150894165039062,18.709383010864258,18.125507354736328,18.683996200561523,630518.0,0.0,0.0
2000-01-27,18.772846221923828,19.001319885253906,18.58245277404785,18.887083053588867,262572.0,0.0,0.0
2000-01-28,18.379365921020508,18.58245277404785,18.074735641479492,18.22705078125,170986.0,0.0,0.0
2000-01-31,18.023963928222656,18.73476791381836,18.023963928222656,18.73476791381836,541763.0,0.0,0.0
2000-02-01,18.83631134033203,18.874391555786133,18.55706787109375,18.83631134033203,332001.0,0.0,0.0
2000-02-02,18.785539627075195,18.81092643737793,18.48090934753418,18.645917892456055,399829.0,0.0,0.0
2000-02-03,18.633224487304688,18.73476791381836,18.18897247314453,18.531681060791016,350220.0,0.0,0.0
2000-02-04,18.59514617919922,18.683996200561523,18.22705078125,18.34128761291504,216533.0,0.0,0.0
2000-02-07,18.2016658782959,18.30320930480957,18.023963928222656,18.150894165039062,91586.0,0.0,0.0
2000-02-08,18.379365921020508,18.48090934753418,18.252437591552734,18.353981018066406,608483.0,0.0,0.0
2000-02-09,18.353981018066406,18.353981018066406,17.795490264892578,17.922420501708984,223550.0,0.0,0.0
2000-02-10,17.94780731201172,17.94780731201172,17.262388229370117,17.427396774291992,641474.0,0.0,0.0
2000-02-11,17.668561935424805,17.87164878845215,17.313159942626953,17.46547508239746,588664.0,0.0,0.0
2000-02-14,17.490861892700195,17.61779022216797,17.122766494750977,17.61779022216797,1014713.0,0.0,0.0
2000-02-15,17.28777313232422,17.706640243530273,17.160844802856445,17.64317512512207,373485.0,0.0,0.0
2000-02-16,17.592405319213867,17.668561935424805,17.173538208007812,17.275081634521484,376317.0,0.0,0.0
2000-02-17,17.567018508911133,17.567018508911133,16.88159942626953,17.059301376342773,611807.0,0.0,0.0
2000-02-18,16.983144760131836,16.983144760131836,16.297725677490234,16.450040817260742,881765.0,0.0,0.0
2000-02-22,16.627742767333984,16.729284286499023,16.2469539642334,16.60235595703125,564537.0,0.0,0.0
2000-02-23,16.653127670288086,16.74197769165039,16.373882293701172,16.538890838623047,392443.0,0.0,0.0
2000-02-24,16.373882293701172,16.500812530517578,16.01848030090332,16.196182250976562,435774.0,0.0,0.0
2000-02-25,16.323110580444336,16.627742767333984,15.967708587646484,16.09463882446289,608114.0,0.0,0.0
2000-02-28,16.500812530517578,16.767364501953125,16.2469539642334,16.615049362182617,1225337.0,0.0,0.0
