Date,Open,High,Low,Close,Volume,Adj Close
2000-01-03,12.037849005067898,12.037849005067898,11.322857973449395,11.420356750488281,176700,11.420356750488281
2000-01-04,11.42685755541627,11.42685755541627,11.075861930847168,11.075861930847168,93500,11.075861930847168
2000-01-05,11.322857578891172,11.407356516047075,11.17335945930765,11.35535717010498,273400,11.35535717010498
2000-01-06,11.335860252380371,11.335860252380371,11.205861854990689,11.335860252380371,34500,11.335860252380371
2000-01-07,11.355361054199808,11.43336009979248,11.30336169047136,11.43336009979248,46200,11.43336009979248
2000-01-10,11.426857364211473,11.504856390588344,11.407357607617255,11.472356796264648,15500,11.472356796264648
2000-01-11,11.420363702042133,11.420363702042133,11.264365563824143,11.348864555358887,25700,11.348864555358887
2000-01-12,11.173358991742134,11.32285710506969,11.173358991742134,11.231858253479004,36700,11.231858253479004
2000-01-13,11.335860368247344,11.335860368247344,11.121363010361929,11.127862930297852,139600,11.127862930297852
2000-01-14,11.140860648171788,11.218859672546387,11.088861298588723,11.218859672546387,45700,11.218859672546387
2000-01-18,11.205857550425193,11.348855732623196,11.173357963562012,11.173357963562012,46000,11.173357963562012
2000-01-19,11.140861553369568,11.251360180211622,11.140861553369568,11.179861068725586,26000,11.179861068725586
2000-01-20,11.199358663625187,11.296857433186638,11.173358991742134,11.231858253479004,112500,11.231858253479004
2000-01-21,11.465856387476215,11.608854596390318,11.38785736443216,11.595854759216309,201100,11.595854759216309
2000-01-24,11.621855215592818,11.621855215592818,11.439857482910156,11.439857482910156,64300,11.439857482910156
2000-01-25,11.296856393642104,11.426854741094832,11.075859202972465,11.173357963562012,56900,11.173357963562012
2000-01-26,11.147360453335324,11.212359639652147,11.088861185650183,11.121360778808594,31400,11.121360778808594
2000-01-27,11.153860608269188,11.205859958424288,11.049861907958984,11.049861907958984,18700,11.049861907958984
2000-01-28,11.036863918067576,11.075863437212691,10.913365440774712,10.991364479064941,28400,10.991364479064941
2000-01-31,10.92636122307311,11.498353958129883,10.913361388185457,11.498353958129883,414800,11.498353958129883
2000-02-01,11.47885664829089,11.47885664829089,11.361858109406837,11.413857460021973,23200,11.413857460021973
2000-02-02,11.439856107260885,11.45935586198917,11.35535717010498,11.35535717010498,14500,11.35535717010498
2000-02-03,11.368359851727792,11.485358409378508,11.309860572902435,11.335860252380371,96100,11.335860252380371
2000-02-04,11.43985117271929,11.43985117271929,11.277353286743164,11.277353286743164,19300,11.277353286743164
2000-02-07,11.225358986716738,11.283858251847283,11.192859394977546,11.244858741760254,23000,11.244858741760254
2000-02-08,11.381352564867806,11.439851807063015,11.270853996276855,11.270853996276855,32600,11.270853996276855
2000-02-09,11.296853659474726,11.335853154271533,11.218854669881114,11.270853996276855,16300,11.270853996276855
2000-02-10,11.14086275117449,11.251361389896758,11.101863231625455,11.108363151550293,83200,11.108363151550293
2000-02-11,11.114859964394585,11.114859964394585,10.861363158189093,10.913362503051758,92500,10.913362503051758
2000-02-14,10.91336601196053,10.99136505433309,10.867866570576536,10.926365852355957,11600,10.926365852355957
2000-02-15,10.906863840975502,10.945863354113675,10.854864490124607,10.90036392211914,26100,10.90036392211914
2000-02-16,10.874363876388458,10.926363225468618,10.796364852768217,10.854864120483398,154000,10.854864120483398
2000-02-17,10.848365723368634,10.848365723368634,10.763866769262107,10.78986644744873,10700,10.78986644744873
2000-02-18,10.685861104424854,10.685861104424854,10.386864990797395,10.393364906311035,14900,10.393364906311035
2000-02-22,10.425873061357919,10.432372982219114,10.3023745649952,10.354373931884766,32000,10.354373931884766
2000-02-23,10.373870585514949,10.373870585514949,10.094374072246064,10.139873504638672,51900,10.139873504638672
2000-02-24,10.211373871137988,10.607868973709229,9.723879892566792,9.801878929138184,104700,9.801878929138184
2000-02-25,9.834374947865804,9.957873377482096,9.749876022338867,9.749876022338867,7400,9.749876022338867
2000-02-28,9.782377222645847,10.120372980504706,9.723877956862582,10.029374122619629,195500,10.029374122619629
2000-02-29,10.042376573481615,10.113875694716759,9.996877132695614,10.100875854492188,9100,10.100875854492188
2000-03-01,10.464868639606143,10.575367252570928,10.458368721196448,10.542867660522461,46100,10.542867660522461
2000-03-02,10.64686667919159,10.867863911848803,10.64686667919159,10.815864562988281,105600,10.815864562988281
2000-03-03,11.030361028992754,11.069360537639753,10.913362503051758,10.913362503051758,45600,10.913362503051758
2000-03-06,10.776865125871172,10.776865125871172,10.607867240905762,10.607867240905762,79200,10.607867240905762
2000-03-07,10.776865631027837,10.835364901642585,10.419370088382161,10.484369277954102,81900,10.484369277954102
2000-03-08,10.367372376578196,10.783367255638385,10.367372376578196,10.555870056152344,24900,10.555870056152344
2000-03-09,10.458366962053024,10.679364150809892,10.458366962053024,10.640364646911621,156700,10.640364646911621
2000-03-10,10.627364812278865,10.757363158606434,10.5558657217987,10.640364646911621,22600,10.640364646911621
2000-03-13,10.464870351821583,10.711867291802466,10.464870351821583,10.672867774963379,186200,10.672867774963379
2000-03-14,10.575368274288774,10.65986722177848,10.503869164874406,10.601367950439453,170000,10.601367950439453
2000-03-15,10.50386453023771,10.796360757874279,10.490864697898306,10.659862518310547,213500,10.659862518310547
2000-03-16,10.854864685748105,11.270859500052223,10.8353649288276,11.075861930847168,53000,11.075861930847168
2000-03-17,11.171519721917742,11.354874090155548,11.132229500152498,11.164971351623535,62800,11.164971351623535
2000-03-20,11.210810181670531,11.237003663403407,11.053649291273281,11.119132995605469,61300,11.119132995605469
2000-03-21,11.027456861313944,11.145327540354115,10.981618263909432,11.047101974487305,89700,11.047101974487305
2000-03-22,10.948879431752326,11.027459906142893,10.752428245775908,10.791718482971191,48500,10.791718482971191
2000-03-23,10.870289449760055,11.014353526805067,10.772063942683909,10.97506332397461,7100,10.97506332397461
2000-03-24,11.060195366733046,11.060195366733046,10.84409918727645,10.870292663574219,24300,10.870292663574219
2000-03-27,10.935780479308756,11.040554424020694,10.935780479308756,11.020909309387207,33000,11.020909309387207
2000-03-28,11.040552237211768,11.047100607459225,10.929229943005007,10.968520164489746,17600,10.968520164489746
2000-03-29,11.106036018975669,11.230455054565608,11.05364905662201,11.164971351623535,12900,11.164971351623535
2000-03-30,11.158426664914193,11.256652251753227,11.125684802634515,11.138781547546387,33600,11.138781547546387
2000-03-31,11.22390975706902,11.237006501242963,11.040555338633819,11.204264640808105,59400,11.204264640808105
2000-04-03,11.164974291288617,11.30249010367399,11.073297083031703,11.276296615600586,80900,11.276296615600586
2000-04-04,11.544773919475857,11.7608700847298,11.328677754221912,11.433451652526855,64500,11.433451652526855
2000-04-05,11.708486383415467,11.793615199402268,11.584067344665527,11.584067344665527,11000,11.584067344665527
