Date,Open,High,Low,Close,Volume,Adj Close
2000-01-03,94.48536916223779,94.48536916223779,91.6970150975849,92.69285583496094,8164300,92.69285583496094
2000-01-04,91.47800604218021,91.8165921738408,88.99836054854829,89.06806945800781,8089800,89.06806945800781
2000-01-05,89.18760620185307,90.20336500406265,87.47475802557808,89.2274398803711,12177900,89.2274398803711
2000-01-06,88.98839819020239,90.18340801370556,87.79338836669922,87.79338836669922,6227200,87.79338836669922
2000-01-07,89.42656162059123,92.89208984375,89.2672269896414,92.89208984375,8066500,92.89208984375
2000-01-10,93.21073913574219,93.62899245237692,92.43398297627766,93.21073913574219,5741700,93.21073913574219
2000-01-11,92.93191229018373,93.11116372837739,91.45806713170246,92.09540557861328,7503700,92.09540557861328
2000-01-12,92.1551696357377,92.1551696357377,91.05974401871467,91.17924499511719,6907700,91.17924499511719
2000-01-13,92.07552970524492,92.89211995355014,91.31868996291325,92.41411590576172,5158300,92.41411590576172
2000-01-14,93.39001052632577,93.98751539213718,93.0315076068389,93.6688461303711,7437300,93.6688461303711
2000-01-18,92.63314006198797,93.44972977227425,92.53355595097744,92.93189239501953,6488500,92.93189239501953
2000-01-19,92.61330293149365,93.68881225585938,92.41413453809258,93.68881225585938,6157900,93.68881225585938
2000-01-20,93.66878601924125,93.66878601924125,91.6571875952686,92.25469207763672,5800100,92.25469207763672
2000-01-21,92.73276767045684,92.73276767045684,91.8165934194171,92.05559539794922,6244800,92.05559539794922
2000-01-24,92.83237242884478,92.9518734446296,88.84900523601728,89.4465103149414,7896900,89.4465103149414
2000-01-25,89.55601880582928,90.46223449707031,88.5900526294515,90.46223449707031,9942500,90.46223449707031
2000-01-26,89.86474788173061,90.21329244909104,89.28715974153332,89.74524688720703,5158100,89.74524688720703
2000-01-27,90.40243833715265,90.64144015694684,88.03233695752692,89.38668060302734,10922700,89.38668060302734
2000-01-28,88.86886845494807,89.26720493390347,86.37926546147688,86.59835052490234,11916200,86.59835052490234
2000-01-31,86.55857272389434,89.01830206844127,86.04073496714761,88.94859313964844,10768700,88.94859313964844
2000-02-01,89.06809609829719,90.30294000663673,88.29133944627715,89.82493591308594,8419900,89.82493591308594
2000-02-02,90.0439740621679,90.66139569364927,89.46638608433051,89.90455627441406,6205900,89.90455627441406
2000-02-03,89.7851033071304,91.29878295472177,89.22743185801778,91.25894927978516,7997500,91.25894927978516
2000-02-04,91.25891292521024,91.77675049309664,90.5817407210511,90.8804931640625,4925400,90.8804931640625
2000-02-07,90.86059750162582,91.00001534084356,90.1435914713631,90.74109649658203,5845800,90.74109649658203
2000-02-08,91.75680605432801,92.13522570161088,91.53772099537476,91.97589111328125,4936400,91.97589111328125
2000-02-09,92.0755156103791,92.0755156103791,90.03404030212388,90.04399871826172,8511500,90.04399871826172
2000-02-10,90.26305447677377,90.86055925045056,89.78505065783234,90.22322082519531,6690600,90.22322082519531
2000-02-11,90.40246846086004,90.46221893571851,87.97261581661573,88.390869140625,9849800,88.390869140625
2000-02-14,89.08798866887247,89.08798866887247,88.1518975739838,88.90873718261719,8528800,88.90873718261719
2000-02-15,88.74942347498772,90.00418417492583,87.82329057741435,89.91455841064453,11078300,89.91455841064453
2000-02-16,89.4663901637784,89.82489306292088,88.46059036340645,88.59004974365234,8845400,88.59004974365234
2000-02-17,89.50618805448889,89.50618805448889,88.09209385069077,88.13192749023438,7584200,88.13192749023438
2000-02-18,88.51040229356867,88.51040229356867,85.80171311446756,86.23988342285156,9409200,86.23988342285156
2000-02-22,86.16020027049358,86.89712292652877,85.1046083577945,86.02078247070312,16415400,86.02078247070312
2000-02-23,86.4390399155955,87.61413285454023,85.72203405454448,87.03654479980469,12119000,87.03654479980469
2000-02-24,87.11623863993488,87.33532383084464,84.82580255315104,85.28388977050781,17375000,85.28388977050781
2000-02-25,86.1602178609596,87.13614265873747,84.84570690885066,84.97516632080078,10559900,84.97516632080078
2000-02-28,85.00500981494633,87.11619328270274,84.58675648642856,86.7576904296875,13397800,86.7576904296875
2000-02-29,86.71786734948326,87.59420776367188,86.5186990735313,87.59420776367188,8242500,87.59420776367188
2000-03-01,87.71372974128809,88.59007036540632,87.45481092052589,88.2315673828125,6868000,88.2315673828125
2000-03-02,88.39091260390708,88.66974829035473,87.53448870981785,88.29132843017578,7600200,88.29132843017578
2000-03-03,89.50624952493672,90.32283969639253,89.04816235558346,89.94441986083984,12770300,89.94441986083984
2000-03-06,89.74524172132898,90.08382785298957,88.43073085723495,89.06806945800781,11967100,89.06806945800781
2000-03-07,89.2274011123304,89.32698526535755,86.18012602969948,87.34526062011719,20062000,87.34526062011719
2000-03-08,86.97679136964284,87.85313183684327,86.06061724484239,87.23571014404297,11808500,87.23571014404297
2000-03-09,87.47470511137752,89.7850570678711,86.75769933177605,89.7850570678711,5500900,89.7850570678711
2000-03-10,89.3468481024709,90.50202357949794,88.92859491251284,89.30701446533203,7924600,89.30701446533203
2000-03-13,87.11621953884672,89.52615611045175,86.47888094139745,88.33114624023438,10540500,88.33114624023438
2000-03-14,88.76930836243903,89.28714592524439,86.77762542857234,87.07637786865234,8263900,87.07637786865234
2000-03-15,87.23573533775661,89.50625447668452,86.71789763940463,89.10791778564453,10300800,89.10791778564453
2000-03-16,90.26306671070894,93.58917706831892,89.78506282698056,93.2705078125,25601400,93.2705078125
2000-03-17,93.16811944920171,94.56584091543492,92.92851005499031,93.88694763183594,10272900,93.88694763183594
2000-03-20,93.8470063325736,94.14651805491161,92.50918730613053,93.40772247314453,12502300,93.40772247314453
2000-03-21,92.98840871874039,95.68401429680135,92.32948291076993,95.32460021972656,13612600,95.32460021972656
2000-03-22,95.56420177592354,96.3828671066408,95.0051132573849,95.90364837646484,8260000,95.90364837646484
2000-03-23,95.30465325752813,98.0601617740877,95.30465325752813,97.54100799560547,11654500,97.54100799560547
2000-03-24,97.68072665023959,99.5177313215033,96.94193129331832,98.12001037597656,11462900,98.12001037597656
2000-03-27,98.00025172922062,98.25982859810405,97.00187915659205,97.08174896240234,8798600,97.08174896240234
2000-03-28,96.64247164807144,97.75066527957308,96.2231551388546,96.52266693115234,6334400,96.52266693115234
2000-03-29,96.84210893757508,97.43114856925723,95.62409478392722,96.62246704101562,6747500,96.62246704101562
2000-03-30,95.94357398739879,97.07173463886352,94.00673180700801,95.0051040649414,9491900,95.0051040649414
